codigo_plano;ano_plano;modalidade;situacao;beneficiario;cnpj_beneficiario;uf;banco;agencia;conta;dv_agencia;dv_conta;parlamentar;ano_emenda;numero_emenda;codigo_emenda;area_politica;programa_orcamentario;valor_custeio;valor_investimento;natureza_juridica
09032022-017497;2022;Especial;CIENTE;MUNICIPIO DE RECURSOLANDIA;37421146000110;TO;Caixa Econômica Federal;1737;6672012;0;8;Kátia Abreu;2022;202223590004;202223590004-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;150000.0;Município
09032022-017505;2022;Especial;CIENTE;MUNICIPIO DE NOVA OLINDA;00001602000163;TO;Banco do Brasil;638;111899;6;4;Kátia Abreu;2022;202223590004;202223590004-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;150000.0;Município
09032022-017513;2022;Especial;CIENTE;MUNICIPIO DE TALISMA;01612820000105;TO;Caixa Econômica Federal;793;6672011;5;2;Kátia Abreu;2022;202223590004;202223590004-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;150000.0;Município
09032022-017512;2022;Especial;CIENTE;MUNICIPIO DE BARRA DO OURO;01612818000128;TO;Caixa Econômica Federal;610;6672014;6;0;Kátia Abreu;2022;202223590004;202223590004-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;150000.0;Não encontrado
09032022-017508;2022;Especial;CIENTE;MUNICIPIO DE BURITI DO TOCANTINS;25061722000187;TO;Banco do Brasil;1305;38312;6;0;Kátia Abreu;2022;202223590004;202223590004-Kátia Abreu;15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;150000.0;Município
09032022-017509;2022;Especial;IMPEDIDO;MUNICIPIO DE FORMOSO DO ARAGUAIA;02075216000141;TO;Caixa Econômica Federal;793;6672008;5;2;Kátia Abreu;2022;202223590004;202223590004-Kátia Abreu;Não informado;Não informado;0.0;150000.0;Município
09032022-017500;2022;Especial;CIENTE;MUNICIPIO DE DUERE;01351667000100;TO;Banco do Brasil;794;69878;3;4;Kátia Abreu;2022;202223590004;202223590004-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;150000.0;Município
09032022-017517;2022;Especial;CIENTE;MUNICIPIO DE MATEIROS;26753129000164;TO;Caixa Econômica Federal;3458;6672001;4;1;Kátia Abreu;2022;202223590004;202223590004-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;150000.0;Município
09032022-017799;2022;Especial;CIENTE;MUNICIPIO DE PUGMIL;01615883000107;TO;Caixa Econômica Federal;1141;6672015;0;2;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;03.122.0003.1.037 - Construção de Centro de Convenções - Destinação de Recursos STN - 706 4.4.90.51;0.0;200000.0;Município
09032022-017778;2022;Especial;CIENTE;MUNICIPIO DE MAURILANDIA DO TOCANTINS;25064015000144;TO;Banco do Brasil;810;45335;9;8;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017790;2022;Especial;CIENTE;MUNICIPIO DE ITAPORA DO TOCANTINS;02739753000149;TO;Caixa Econômica Federal;4481;6672014;4;1;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;13-Cultura / 392-Difusão Cultural;Não informado;0.0;200000.0;Não encontrado
09032022-017814;2022;Especial;CIENTE;MUNICIPIO DE BURITI DO TOCANTINS;25061722000187;TO;Banco do Brasil;1305;38312;6;0;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017805;2022;Especial;CIENTE;MUNICIPIO DE PIRAQUE;25063942000140;TO;Banco do Brasil;638;111872;6;2;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;15.451.4503.1.403.4.4.90.51;0.0;160000.0;Município
09032022-017811;2022;Especial;CIENTE;MUNICIPIO DE BARROLANDIA;24851453000190;TO;Caixa Econômica Federal;1141;6672017;0;9;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017784;2022;Especial;CIENTE;MUNICIPIO DE RIO DOS BOIS;37420932000101;TO;Banco do Brasil;862;38940;1;4;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017782;2022;Especial;CIENTE;MUNICIPIO DE FORTALEZA DO TABOCAO;37421112000126;TO;Banco do Brasil;2094;37574;X;8;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;15/451/5002/1039 - 4.4.90.51;0.0;200000.0;Município
09032022-017796;2022;Especial;CIENTE;MUNICIPIO DE COMBINADO;33255043000177;TO;Banco do Brasil;3977;14680;2;3;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 25-Energia / 752-Energia Elétrica;02394 MANUTENCAO DA REDE DE ILUMINACAO PUBLICA;0.0;200000.0;Município
09032022-017807;2022;Especial;CIENTE;MUNICIPIO DE ARRAIAS;01125780000169;TO;Banco do Brasil;1307;37371;2;0;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017797;2022;Especial;CIENTE;MUNICIPIO DE GOIANORTE;25086612000170;TO;Banco do Brasil;1306;27281;4;7;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017810;2022;Especial;CIENTE;MUNICIPIO DE NOVA OLINDA;00001602000163;TO;Banco do Brasil;638;111899;6;4;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;180000.0;Município
09032022-017793;2022;Especial;CIENTE;MUNICIPIO DE NOVO ACORDO;01067933000169;TO;Caixa Econômica Federal;3939;6672002;0;4;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017794;2022;Especial;CIENTE;MUNICIPIO DE GOIATINS;01832476000151;TO;Caixa Econômica Federal;610;6672012;6;4;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;200000.0;Município
09032022-017792;2022;Especial;CIENTE;MUNICIPIO DE MIRANORTE;02070720000159;TO;Banco do Brasil;4560;15937;8;9;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;400000.0;Município
09032022-017802;2022;Especial;CIENTE;MUNICIPIO DE RIACHINHO;25063926000157;TO;Banco do Brasil;3973;20851;X;5;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017800;2022;Especial;CIENTE;MUNICIPIO DE ANGICO;25064098000171;TO;Banco do Brasil;3973;20850;X;7;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;8-Assistência Social / 241-Assistência ao Idoso , 8-Assistência Social / 242-Assistência ao Portador de Deficiência , 8-Assistência Social / 243-Assistência à Criança e ao Adolescente , 8-Assistência Social / 244-Assistência Comunitária , 15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017787;2022;Especial;CIENTE;MUNICIPIO DE ARAGUACU;02391407000112;TO;Banco do Brasil;3615;6246;3;4;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana , 27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;200000.0;Município
09032022-017806;2022;Especial;CIENTE;MUNICIPIO DE ARAPOEMA;00237370000147;TO;Banco do Brasil;3974;16350;8;3;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;200000.0;Município
09032022-017804;2022;Especial;CIENTE;MUNICIPIO DE BOM JESUS DO TOCANTINS;37420775000126;TO;Banco do Brasil;1595;32857;4;X;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017798;2022;Especial;CIENTE;MUNICIPIO DE DIVINOPOLIS DO TOCANTINS;24851461000136;TO;Banco do Brasil;3812;16295;1;7;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017777;2022;Especial;CIENTE;MUNICIPIO DE LAVANDEIRA;01618402000117;TO;Banco do Brasil;3977;14686;2;2;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;200000.0;Município
09032022-017786;2022;Especial;CIENTE;MUNICIPIO DE LAGOA DA CONFUSAO;26753137000100;TO;Banco do Brasil;3983;14222;7;0;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;200000.0;Município
09032022-017812;2022;Especial;CIENTE;MUNICIPIO DE NOVO ALEGRE;33266248000158;TO;Banco do Brasil;3977;14685;2;4;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;20-Agricultura / 608-Promoção da Produção Agropecuária , 27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;200000.0;Município
09032022-017779;2022;Especial;CIENTE;MUNICIPIO DE SAO BENTO DO TOCANTINS;25063983000136;TO;Banco do Brasil;1305;38298;6;1;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Não encontrado
09032022-017785;2022;Especial;CIENTE;MUNICIPIO DE SANTA MARIA DO TOCANTINS;37421039000192;TO;Banco do Brasil;1595;32866;4;9;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana , 20-Agricultura / 605-Abastecimento;Não informado;0.0;200000.0;Não encontrado
09032022-017780;2022;Especial;CIENTE;MUNICIPIO DE SAO MIGUEL DO TOCANTINS;25064007000106;TO;Banco do Brasil;810;45353;9;6;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;200000.0;Município
09032022-017809;2022;Especial;CIENTE;MUNICIPIO DE PRESIDENTE KENNEDY;01785492000130;TO;Banco do Brasil;2094;37571;X;3;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017813;2022;Especial;CIENTE;MUNICIPIO DE PEQUIZEIRO;25086604000123;TO;Caixa Econômica Federal;4481;6672013;4;3;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;200000.0;Município
09032022-017815;2022;Especial;CIENTE;MUNICIPIO DE FORMOSO DO ARAGUAIA;02075216000141;TO;Caixa Econômica Federal;793;6672008;5;2;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;200000.0;Município
09032022-017789;2022;Especial;CIENTE;MUNICIPIO DE ITACAJA;02411726000142;TO;Banco do Brasil;1595;32856;4;1;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;10-Saúde / 301-Atenção Básica;Não informado;0.0;200000.0;Município
09032022-017795;2022;Especial;CIENTE;MUNICIPIO DE RIO SONO;00000729000168;TO;Caixa Econômica Federal;1737;6672014;0;4;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017808;2022;Especial;CIENTE;MUNICIPIO DE PONTE ALTA DO BOM JESUS;01067966000109;TO;Caixa Econômica Federal;3738;6672012;9;9;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-017781;2022;Especial;CIENTE;MUNICIPIO DE CENTENARIO;37420676000144;TO;Banco do Brasil;1595;32864;4;2;Professora Dorinha Seabra Rezende;2022;202226930001;202226930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032024-074103;2024;Especial;CIENTE;MUNICIPIO DE MARIANOPOLIS DO TOCANTINS;24851479000138;TO;Banco do Brasil;3812;17405;1;X;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 23-Comércio e Serviços / 695-Turismo , 25-Energia / 752-Energia Elétrica;Não informado;0.0;750000.0;Município
09032022-017472;2022;Especial;CIENTE;MUNICIPIO DE SAO MIGUEL DO TOCANTINS;25064007000106;TO;Banco do Brasil;810;45353;9;6;Kátia Abreu;2022;202223590004;202223590004-Kátia Abreu;15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;150000.0;Município
09032022-017507;2022;Especial;CIENTE;MUNICIPIO DE PEQUIZEIRO;25086604000123;TO;Caixa Econômica Federal;4481;6672013;4;3;Kátia Abreu;2022;202223590004;202223590004-Kátia Abreu;15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;150000.0;Município
09032022-018647;2022;Especial;CIENTE;MUNICIPIO DE LAVANDEIRA;01618402000117;TO;Banco do Brasil;3977;14686;2;2;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;27-Desporto e Lazer / 813-Lazer;Não informado;0.0;250000.0;Município
09032022-018651;2022;Especial;CIENTE;MUNICIPIO DE ARAGUACU;02391407000112;TO;Banco do Brasil;3615;6246;3;4;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;8-Assistência Social / 244-Assistência Comunitária;Não informado;0.0;400000.0;Município
09032022-018665;2022;Especial;CIENTE;MUNICIPIO DE ALMAS;01138551000189;TO;Caixa Econômica Federal;3089;6672012;9;1;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;10-Saúde / 301-Atenção Básica , 12-Educação / 368-Educação Básica , 15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032022-018656;2022;Especial;CIENTE;MUNICIPIO DE RIACHINHO;25063926000157;TO;Banco do Brasil;3973;20851;X;5;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;750000.0;Município
09032022-018659;2022;Especial;CIENTE;MUNICIPIO DE ARAPOEMA;00237370000147;TO;Banco do Brasil;3974;16350;8;3;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;12-Educação / 361-Ensino Fundamental , 15-Urbanismo / 451-Infraestrutura Urbana , 26-Transporte / 784-Transporte Hidroviário;Não informado;0.0;649681.0;Município
09032022-018655;2022;Especial;CIENTE;MUNICIPIO DE DIVINOPOLIS DO TOCANTINS;24851461000136;TO;Banco do Brasil;3812;16295;1;7;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;250000.0;Município
09032022-018661;2022;Especial;CIENTE;MUNICIPIO DE TOCANTINOPOLIS;01224716000135;TO;Banco do Brasil;810;45333;9;1;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;400000.0;Município
09032022-018660;2022;Especial;CIENTE;MUNICIPIO DE CRISTALANDIA;01067156000152;TO;Banco do Brasil;3638;18354;2;7;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;400000.0;Não encontrado
09032022-018662;2022;Especial;CIENTE;MUNICIPIO DE NOVO ALEGRE;33266248000158;TO;Banco do Brasil;3977;14685;2;4;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;250000.0;Município
09032022-018666;2022;Especial;CIENTE;MUNICIPIO DE BREJINHO DE NAZARE;02884153000174;TO;Caixa Econômica Federal;1829;6672013;5;6;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032022-018646;2022;Especial;CIENTE;MUNICIPIO DE CHAPADA DE AREIA;01625984000169;TO;Caixa Econômica Federal;1141;6672018;0;7;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;400000.0;Município
09032022-018648;2022;Especial;CIENTE;MUNICIPIO DE TUPIRAMA;01613619000134;TO;Banco do Brasil;1595;32865;4;0;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;270000.0;Município
09032022-018650;2022;Especial;CIENTE;MUNICIPIO DE SAO FELIX DO TOCANTINS;26753145000157;TO;Banco do Brasil;1867;76003;8;X;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;600000.0;Não encontrado
09032023-036506;2023;Especial;CIENTE;MUNICIPIO DE ARAGUACU;02391407000112;TO;Banco do Brasil;1304;194802;8;4;Vicentinho Júnior;2023;202337750001;202337750001-Vicentinho Júnior;20-Agricultura / 608-Promoção da Produção Agropecuária;20.605.0501.1.123 - Construção do Parque de Exposição Agropecuária;0.0;300000.0;Município
09032022-019406;2022;Especial;CIENTE;MUNICIPIO DE ARAGUACU;02391407000112;TO;Banco do Brasil;3615;6246;3;4;Vicentinho Júnior;2022;202237750011;202237750011-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana , 27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;400000.0;Município
09032022-019405;2022;Especial;CIENTE;MUNICIPIO DE SAO MIGUEL DO TOCANTINS;25064007000106;TO;Banco do Brasil;810;45353;9;6;Vicentinho Júnior;2022;202237750011;202237750011-Vicentinho Júnior;20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;300000.0;Município
09032022-019407;2022;Especial;CIENTE;MUNICIPIO DE PARAISO DO TOCANTINS;00299180000154;TO;Banco do Brasil;804;56856;4;2;Vicentinho Júnior;2022;202237750011;202237750011-Vicentinho Júnior;27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;1900000.0;Município
09032022-019412;2022;Especial;CIENTE;MUNICIPIO DE PEQUIZEIRO;25086604000123;TO;Caixa Econômica Federal;4481;6672013;4;3;Vicentinho Júnior;2022;202237750011;202237750011-Vicentinho Júnior;20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;300000.0;Município
09032022-019414;2022;Especial;CIENTE;MUNICIPIO DE PORTO ALEGRE DO TOCANTINS;33254558000152;TO;Caixa Econômica Federal;3089;6672013;9;0;Vicentinho Júnior;2022;202237750011;202237750011-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032022-019413;2022;Especial;CIENTE;MUNICIPIO DE BURITI DO TOCANTINS;25061722000187;TO;Banco do Brasil;1305;38312;6;0;Vicentinho Júnior;2022;202237750011;202237750011-Vicentinho Júnior;15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;300000.0;Município
09032022-019415;2022;Especial;CIENTE;MUNICIPIO DE ITAPIRATINS;37425683000139;TO;Caixa Econômica Federal;1116;6672017;9;2;Vicentinho Júnior;2022;202237750011;202237750011-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 20-Agricultura / 606-Extensão Rural , 20-Agricultura / 609-Defesa Agropecuária;Não informado;0.0;300000.0;Município
09032022-019404;2022;Especial;CIENTE;MUNICIPIO DE ARAGUANA;25063892000109;TO;Caixa Econômica Federal;610;6672015;6;9;Vicentinho Júnior;2022;202237750011;202237750011-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;500000.0;Município
09032022-2-022136;2022;Especial;IMPEDIDO;MUNICIPIO DE MONTE SANTO DO TOCANTINS;01613093000192;TO;Não informado;;;;;Carlos Henrique Gaguim;2022;202230680005;202230680005-Carlos Henrique Gaguim;Não informado;Não informado;0.0;100000.0;Município
09032022-2-022137;2022;Especial;IMPEDIDO;MUNICIPIO DE JAU DO TOCANTINS;37344413000101;TO;Não informado;;;;;Carlos Henrique Gaguim;2022;202230680005;202230680005-Carlos Henrique Gaguim;Não informado;Não informado;0.0;150000.0;Município
